Number;IP;Time;Lifetime;Sendoptime;Recetime;Min;Max;Avr;PacketLost;FailsTimeOut;FailsInterError;FailsOtherError
2303;9.2.4.71;6/1/2017 11:21:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2304;9.2.4.71;6/1/2017 11:26:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2305;9.2.4.71;6/1/2017 11:31:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2306;9.2.4.71;6/1/2017 11:36:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2307;9.2.4.71;6/1/2017 11:41:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2308;9.2.4.71;6/1/2017 11:46:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2309;9.2.4.71;6/1/2017 11:51:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2310;9.2.4.71;6/1/2017 11:56:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2311;9.2.4.71;6/1/2017 12:01:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2312;9.2.4.71;6/1/2017 12:06:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2313;9.2.4.71;6/1/2017 12:11:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2314;9.2.4.71;6/1/2017 12:16:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2315;9.2.4.71;6/1/2017 12:21:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2316;9.2.4.71;6/1/2017 12:26:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2317;9.2.4.71;6/1/2017 12:31:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2318;9.2.4.71;6/1/2017 12:36:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2319;9.2.4.71;6/1/2017 12:41:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2320;9.2.4.71;6/1/2017 12:46:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2321;9.2.4.71;6/1/2017 12:51:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2322;9.2.4.71;6/1/2017 12:56:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2323;9.2.4.71;6/1/2017 1:01:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2324;9.2.4.71;6/1/2017 1:06:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2325;9.2.4.71;6/1/2017 1:11:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2326;9.2.4.71;6/1/2017 1:16:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2327;9.2.4.71;6/1/2017 1:21:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2328;9.2.4.71;6/1/2017 1:26:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2329;9.2.4.71;6/1/2017 1:31:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2330;9.2.4.71;6/1/2017 1:36:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2331;9.2.4.71;6/1/2017 1:41:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2332;9.2.4.71;6/1/2017 1:46:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2333;9.2.4.71;6/1/2017 1:51:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2334;9.2.4.71;6/1/2017 1:56:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2335;9.2.4.71;6/1/2017 2:01:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2336;9.2.4.71;6/1/2017 2:06:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2337;9.2.4.71;6/1/2017 2:11:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2338;9.2.4.71;6/1/2017 2:16:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2339;9.2.4.71;6/1/2017 2:21:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
